Status;Emotional state;Pose;Friendly name;Animation name;Animation type;Transition;Look ats;Tags;Dialog generator - animation speed;Generator generator - animation weight
;;;walk back and back;high_standing_proud_walk_back_and_back;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk forward and back;high_standing_proud_walk_forward_and_back;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk forward and back;high_standing_proud_walk_and_back_front;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk left and back;high_standing_proud_walk_left_and_back;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk left and back;high_standing_proud_walk_and_back_left;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk right and back;high_standing_proud_walk_rightt_and_back;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk right and back;high_standing_proud_walk_and_back_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;two steps right backwards;high_standing_proud_gesture_two_steps_right_backwards;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;announce;high_standing_proud_gesture_annouce;Gesture;;;;0.72-1.0;0.4-1.0
;;;bend forward;high_standing_proud_gesture_bend_forward;Gesture;;;;0.72-1.0;0.4-1.0
;;;both hands 1;high_standing_proud_gesture_both_hands_1;Gesture;;;Shout, Listening;0.72-1.0;0.4-1.0
;;;chest out;high_standing_proud_gesture_chest_out;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;chuckle;high_standing_proud_gesture_chuckle;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;decline;high_standing_proud_gesture_decline;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;disbelief;high_standing_proud_gesture_disbelief;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;easy;high_standing_proud_gesture_easy;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_proud_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing_proud_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing_proud_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;high_standing_proud_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;look over left;high_standing_proud_gesture_look_over_left;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;look over right;high_standing_proud_gesture_look_over_right;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;point behind;high_standing_proud_gesture_point_behind;Gesture;;;;0.72-1.0;0.4-1.0
;;;pound chest;high_standing_proud_gesture_pound_chest;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;question 01;high_standing_proud_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_standing_proud_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_standing_proud_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 04;high_standing_proud_gesture_question_04;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 05;high_standing_proud_gesture_question_05;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question rhetorical;high_standing_proud_gesture_question_rhetorical;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;right hand 1;high_standing_proud_gesture_right_hand_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;right hand 2;high_standing_proud_gesture_right_hand_2;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;right hand 3;high_standing_proud_gesture_right_hand_3;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;right hand 4;high_standing_proud_gesture_right_hand_4;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;"right hand ""wave""";high_standing_proud_gesture_right_hand_wave;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;spit forward;high_standing_proud_gesture_spitforward;Gesture;;;;0.72-1.0;0.4-1.0
;;;shout 01;high_standing_proud_gesture_shout_01;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;shout 02;high_standing_proud_gesture_shout_02;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;show right;high_standing_proud_gesture_show_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;show up;high_standing_proud_gesture_show_up;Gesture;;;;0.72-1.0;0.4-1.0
;;;shrug;high_standing_proud_shrug;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;you;high_standing_proud_gesture_you;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;weight shift 1;high_standing_proud_gesture_weight_shift;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;welcome;high_standing_proud_gesture_welcome;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;baron 'where is it';high_standing_proud_gesture_where_is_it;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Aggressive;high_standing_proud_to_high_standing_aggressive;Transition;High, Aggressive, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_proud_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Sad;high_standing_proud_to_high_standing_leaning_sad;Transition;High, Sad, Standing Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_standing_proud_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Devastated;high_standing_proud_to_low_standing_devastated;Transition;Low, Devastated, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Back Aggressive;high_standing_proud_to_high_standing_leaning_back_aggressive;Transition;High, Aggressive, Standing Leaning Back;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined;high_standing_proud_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;turn 180 left;high_standing_proud_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;high_standing_proud_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;high_standing_proud_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;high_standing_proud_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;there will be blood;high_standing_proud_gesture_there_will_be_blood;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing Courtesan;idle;low_standing_proud_courtesan_idle;Idle;;high_standing_proud_courtesan_body_lookat, high_standing_proud_courtesan_head_lookat;;0.72-1.0;0.4-1.0
;;Sitting;idle;high_sitting_proud_idle;Idle;;high_sitting_proud_body_lookat, high_sitting_proud_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Chair;idle;high_sitting_chair_proud_idle;Idle;;high_sitting_proud_body_lookat, high_sitting_proud_head_lookat;;0.72-1.0;0.4-1.0
;;;question 01;high_sitting_chair_proud_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_sitting_chair_proud_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_sitting_chair_proud_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;you;high_sitting_chair_proud_gesture_you;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;wave off;high_sitting_chair_proud_gesture_wave_off;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_sitting_chair_proud_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;high_standing_leaning_proud_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;high_sitting_leaning_proud_idle;Idle;;high_sitting_leaning_proud_body_lookat, high_sitting_leaning_proud_head_lookat;;0.72-1.0;0.4-1.0
;;;enter front;high_sitting_leaning_proud_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;explain 01;high_sitting_leaning_proud_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_sitting_leaning_proud_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_sitting_leaning_proud_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;you're good;high_sitting_leaning_proud_gesture_cards_youre_good;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;not bad;high_sitting_leaning_proud_gesture_not_bad;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;get up to: High Standing Determined, break bottle;low_sitting_leaning_proud_gesture_getup_drunk_break_bottle;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined;high_sitting_leaning_proud_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Laying;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;Sad;Standing;idle;high_standing_sad_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;enter back;high_standing_sad_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;high_standing_sad_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;high_standing_sad_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;high_standing_sad_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;high_standing_sad_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit front;high_standing_sad_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;high_standing_sad_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit right;high_standing_sad_exit_rightside;Exit;;;;0.72-1.0;0.4-1.0
;;;enter front no ear;high_standing_sad_enter_no_ear_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;two steps forward casual;high_standing_sad_walk_two_steps_forward_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps back casual;high_standing_sad_walk_two_steps_back_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps left casual;high_standing_sad_walk_two_steps_left_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps right casual;high_standing_sad_walk_two_steps_right_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps left 90 casual;high_standing_sad_walk_two_steps_left_90_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;two steps right 90 casual;high_standing_sad_walk_two_steps_right_90_causal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;walk forward and back;high_standing_sad_walk_and_back_front;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk left and back;high_standing_sad_walk_and_back_left;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk right and back;high_standing_sad_walk_and_back_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_sad_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing_sad_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing_sad_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;high_standing_sad_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;quesiton 01;high_standing_sad_gesture_question_01;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;quesiton 02;high_standing_sad_gesture_question_02;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;quesiton 03;high_standing_sad_gesture_question_03;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;shout 01;high_standing_sad_gesture_shout_01;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;shout 02;high_standing_sad_gesture_shout_02;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;fuck you;high_standing_sad_gesture_go_plough_yourself;Gesture;;;;0.72-1.0;0.4-1.0
;;;hit fall down;high_standing_sad_hit;Gesture;;;;0.72-1.0;0.4-1.0
;;;ass scratch;high_standing_sad_gesture_ass_scratch;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;both hands 1;high_standing_sad_gesture_both_hands_1;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;both hands 2;high_standing_sad_gesture_both_hands_2;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;cover child;high_standing_sad_gesture_cover_child;Gesture;;;;0.72-1.0;0.4-1.0
;;;decline;high_standing_sad_gesture_decline;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;describing 1;high_standing_sad_gesture_describing_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;describing 2;high_standing_sad_gesture_describing_2;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;disrespect;high_standing_sad_gesture_you_disrespect;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain;high_standing_sad_gesture_explain;Gesture;;;;0.72-1.0;0.4-1.0
;;;right hand 1;high_standing_sad_gesture_right_hand_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;show way out;high_standing_sad_gesture_shows_way_out;Gesture;;;;0.72-1.0;0.4-1.0
;;;sigh;high_standing_sad_gesture_sigh;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;weighing;high_standing_sad_gesture_weighing;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;whispering;high_standing_sad_gesture_whispering;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;headscratch;high_standing_sad_gesture_headscratch;Gesture;;;Talk;0.72-1.0;1
;;;eureka;high_standing_sad_gesture_eureka;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;instruct;high_standing_sad_gesture_instruct;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Sad;high_standing_sad_to_high_standing_leaning_sad;Transition;High, Sad, Standing Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Standing Proud;high_standing_sad_to_high_standing_proud;Transition;High, Proud, Standing;;;0.72-1.0;0.4-1.0
;;;turn 180 left;high_standing_sad_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;high_standing_sad_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;high_standing_sad_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;high_standing_sad_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right to;high_standing_sad_turn90_right_to;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Aggressive;high_standing_sad_to_high_standing_aggressive;Transition;High, Aggressive, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_sad_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Devastated;high_standing_sad_to_high_standing_devastated;Transition;High, Devastated, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Happy;high_standing_sad_to_high_standing_happy ;Transition;High, Happy, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Proud;high_standing_sad_to_high_standing_proud;Transition;High, Proud, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Sad;high_standing_sad_to_high_sitting_sad ;Transition;High, Sad, Sitting;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined;high_standing_sad_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Sad (step up left);high_standing_sad_step_up_left_to_high_sitting_leaning_sad ;Transition;High, Sad, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;to High Standing Leaning Back Sad;high_standing_sad_to_high_standing_leaning_back_sad;Transition;High, Sad, Standing Leaning Back;;;0.72-1.0;0.4-1.0
;;;hit to: Low Sitting Ground Happy;high_standing_sad_hit_to_low_sitting_ground_happy;Transition;Low, Happy, Sitting Ground;;;0.72-1.0;0.4-1.0
;;;to: Low Kneeling Devastated;high_standing_sad_to_low_kneeling_devastated;Transition;Low, Devastated, Kneeling;;;0.72-1.0;0.4-1.0
;;Sitting;idle;high_sitting_sad_idle;Idle;;high_sitting_sad_body_lookat, high_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;backscrub;high_sitting_sad_gesture_backscrub;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_sad_to_high_sitting_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Sad;high_sitting_sad_to_low_sitting_sad;Transition;Low, Sad, Sitting;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Sad;high_sitting_sad_to_high_standing_sad ;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_sitting_sad_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Standing Leaning Back;idle;high_standing_leaning_back_sad_idle;Idle;;high_standing_leaning_back_body_lookat, high_standing_leaning_back_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_leaning_back_sad_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing_leaning_back_sad_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing_leaning_back_sad_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;high_standing_leaning_back_sad_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;high_standing_leaning_back_sad_gesture_question_01;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;question 02;high_standing_leaning_back_sad_gesture_question_02;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;question 03;high_standing_leaning_back_sad_gesture_question_03;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;shout 01;high_standing_leaning_back_sad_gesture_shout_01;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;shout 02;high_standing_leaning_back_sad_gesture_shout_02;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_leaning_back_sad_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_standing_leaning_back_sad_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Back Aggressive;high_standing_leaning_back_sad_to_high_standing_leaning_back_aggressive;Transition;High, Aggressive, Standing Leaning Back;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;xxx;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;high_standing_leaning_sad_idle;Idle;;high_standing_leaning_sad_body_lookat, high_standing_leaning_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_standing_leaning_sad_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Aggressive;high_standing_leaning_sad_to_low_stanidng_aggressive;Transition;Low, Aggressive, Standing;;;0.72-1.0;0.4-1.0
;;;handwave 1;high_standing_leaning_sad_gesture_handwave1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;lean right;high_standing_leaning_sad_gesture_lean_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;lean left;high_standing_leaning_sad_gesture_lean_left;Gesture;;;;0.72-1.0;0.4-1.0
;;;point forward;high_standing_leaning_sad_gesture_point_forward;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;shake head;high_standing_leaning_sad_gesture_shake_head;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;high_sitting_leaning_sad_idle;Idle;;high_sitting_sad_body_lookat, high_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;exactly;high_sitting_leaning_sad_gesture_exactly;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;exclamation;high_sitting_leaning_sad_gesture_exclamation ;Gesture;;;;0.72-1.0;0.4-1.0
;;;explaining 1;high_sitting_leaning_sad_gesture_explaining_1 ;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 2;high_sitting_leaning_sad_gesture_explaining_2 ;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 3;high_sitting_leaning_sad_gesture_explaining_3 ;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 4;high_sitting_leaning_sad_gesture_explaining_4 ;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 01;high_sitting_leaning_sad_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_sitting_leaning_sad_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_sitting_leaning_sad_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;gods bless us;high_sitting_leaning_sad_gesture_gods_bless_us;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;high_sitting_leaning_sad_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_sitting_leaning_sad_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_sitting_leaning_sad_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;farewell;high_sitting_leaning_sad_gesture_farewell;Gesture;;;;0.72-1.0;0.4-1.0
;;;point far;high_sitting_leaning_sad_gesture_point_far;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;splendid;high_sitting_leaning_sad_gesture_splendid;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;stand up;high_sitting_leaning_sad_gesture_stand_up;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;weight shift 1;high_sitting_leaning_sad_gesture_weight_shift_1 ;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;talking head down;high_sitting_leaning_sad_gesture_talking_head_down;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;facepalm_1;high_sitting_leaning_sad_gesture_facepalm_1;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;mocking_1;high_sitting_leaning_sad_gesture_mocking_1;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;invite_to_sit;high_sitting_leaning_sad_gesture_invite_to_sit;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;throw cards on table pissed off;high_sitting_leaning_sad_gesture_throw_cards_on_table;Gesture;;;;0.72-1.0;0.4-1.0
;;;drink_01;high_sitting_leaning_sad_gesture_drink_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;drink beer;high_sitting_leaning_sad_gesture_drinking_beer;Gesture;;;;0.72-1.0;0.4-1.0
;;;enter front;high_sitting_leaning_sad_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning Cup;idle;high_sitting_leaning_cup_sad_idle;Idle;;high_sitting_sad_body_lookat, high_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;drink 01;high_sitting_leaning_cup_sad_gesture_drink_01;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Laying;Idle;high_lying_sad_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;Sleeping 01;high_lying_sad_gesture_sleeping;Gesture;;;;0.72-1.0;0.4-1.0
;Bored;Standing;idle;high_standing_bored_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_bored_gesture_explaining_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing_bored_gesture_explaining_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing_bored_gesture_explaining_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;enter back;high_standing_bored_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;high_standing_bored_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;high_standing_bored_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;high_standing_bored_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;high_standing_bored_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit front;high_standing_bored_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;high_standing_bored_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit right;high_standing_bored_exit_rightside;Exit;;;;0.72-1.0;0.4-1.0
;;;sorry;high_standing_bored_gesture_sorry;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_standing_bored_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;turn 180 left;high_standing_bored_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;high_standing_bored_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;high_standing_bored_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;high_standing_bored_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_bored_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing2 Determined;high_standing_bored_determined_to_high_standing2;Transition;High, Determined, Standing2;;;0.72-1.0;0.4-1.0
;;Sitting;idle;high_sitting_bored_idle;Idle;;high_sitting_bored_body_lookat, high_sitting_bored_head_lookat;;0.72-1.0;0.4-1.0
;;;weight shift 1;high_sitting_bored_gesture_weight_shift_1;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_sitting_bored_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Happy;high_sitting_bored_to_low_standing_happy;Transition;Low, Happy, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined;high_sitting_bored_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;Sitting Ground;idle;high_sitting_ground_bored_idle;Idle;;high_sitting_bored_body_lookat, high_sitting_bored_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;high_sitting_ground_bored_gesture_explain_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;explain 02;high_sitting_ground_bored_gesture_explain_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Ground Determined;high_sitting_ground_bored_to_high_sitting_ground_determined;Transition;High, Determined, Sitting Ground;;;0.72-1.0;0.4-1.0
;;Sitting Smoking;smoking pipe;man_dress_work_sit_chair_pipe_01;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;high_standing_leaning_bored_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;high_sitting_leaning_bored_idle ;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
